playlist,track_id,track_name,artist,album,duration_ms,release_date,popularity
main character(ﾟзﾟ),6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,Memories...Do Not Open,247160,2017-04-07,0
main character(ﾟзﾟ),3C0nOe05EIt1390bVABLyN,On The Floor,Jennifer Lopez,Love?,284866,2011-04-29,0
main character(ﾟзﾟ),2ENexcMEMsYk0rVJigVD3i,Only Girl (In The World),Rihanna,Loud,235493,2010-01-01,0
main character(ﾟзﾟ),1oFAF1hdPOickyHgbuRjyX,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd,After Hours (Deluxe),191013,2020-03-20,0
main character(ﾟзﾟ),6rmXhRIemCTPyMYZRDN7Qg,Black Magic,Little Mix,Get Weird (Expanded Edition),211786,2015-11-06,0
main character(ﾟзﾟ),5GYbkDveRD2I8M5ZJ14hWn,Never Say Never,Justin Bieber,Never Say Never - The Remixes,227853,2011-01-01,0
main character(ﾟзﾟ),3rLIv187BhjyweFe89SgLn,Somebody To Love,Justin Bieber,My World 2.0,220920,2010-01-01,0
main character(ﾟзﾟ),46HNZY1i7O6jwTA7Slo2PI,My Universe,Coldplay,Music Of The Spheres,226198,2021-10-15,0
main character(ﾟзﾟ),1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,242373,2008-06-06,0
main character(ﾟзﾟ),1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,Spice Girls,Spice,173026,1996-01-01,0
main character(ﾟзﾟ),1yjY7rpaAQvKwpdUliHx0d,Still into You,Paramore,Paramore,216013,2013-04-05,0
main character(ﾟзﾟ),36HlDUkNFeGJYEYW25byV6,girls dont like,,the dream academy ,167810,,0
main character(ﾟзﾟ),23uUytja1B1mUOOIoygf6u,Angels in Tibet,Amaarae,Fountain Baby,142613,2023-06-09,0
main character(ﾟзﾟ),2hloaUoRonYssMuqLCBLTX,bloodline,Ariana Grande,"thank u, next",216893,2019-02-08,0
main character(ﾟзﾟ),73RbfOTJIjHzi2pcVHjeHM,What It Is (Solo Version),Doechii,What It Is (Versions),189824,2023-03-17,0
main character(ﾟзﾟ),3IX0yuEVvDbnqUwMBB3ouC,bad idea right?,Olivia Rodrigo,GUTS,184783,2023-09-08,0
main character(ﾟзﾟ),3UGIZ8qcrMTwzLbx6Kttqt,Boyfriend,Justin Bieber,Believe,171333,2012-01-01,0
main character(ﾟзﾟ),42BvhahLnPGONygJdR0YLj,"Remember Me - From ""Coco""",Inigo Pascual,"Remember Me (From ""Coco"")",166946,2017-11-17,0
main character(ﾟзﾟ),2yi7HZrBOC4bMUSTcs4VK6,"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",Kristen Bell,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),206506,2013-01-01,0
main character(ﾟзﾟ),3BxWKCI06eQ5Od8TY2JBeA,Buttons,The Pussycat Dolls,PCD,225560,2005-01-01,0
main character(ﾟзﾟ),0lUSd7TCG8srh6HpIAEIWL,Power,Little Mix,Glory Days (Expanded Edition),247840,2016-11-18,0
main character(ﾟзﾟ),4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),207904,2018-05-10,0
main character(ﾟзﾟ),2GyA33q5rti5IxkMQemRDH,I Know What You Did Last Summer,Shawn Mendes,Handwritten,223853,2015-04-14,0
main character(ﾟзﾟ),1v1oIWf2Xgh54kIWuKsDf6,Runaway,AURORA,All My Demons Greeting Me As A Friend (Deluxe),248826,2016-03-11,0
main character(ﾟзﾟ),3W2kGv8CcwRl2MWQN5vxKL,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,LOVE IN STEREO,173336,2024-02-16,0
main character(ﾟзﾟ),6maTPqynTmrkWIralgGaoP,If We Ever Broke Up,Mae Stephens,If We Ever Broke Up,142758,2023-02-10,0
main character(ﾟзﾟ),2mdEsXPu8ZmkHRRtAdC09e,Cinnamon Girl,Lana Del Rey,Norman Fucking Rockwell!,300683,2019-08-30,0
main character(ﾟзﾟ),3lG6OtGDsYAOALxEmubQQm,Happiness is a butterfly,Lana Del Rey,Norman Fucking Rockwell!,272485,2019-08-30,0
main character(ﾟзﾟ),0fB77VOZ2FkQeKLv1DuEwp,hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,Norman Fucking Rockwell!,324498,2019-08-30,0
main character(ﾟзﾟ),0fBSs3fRoh1yJcne77fdu9,Video Games,Lana Del Rey,Born To Die - The Paradise Edition,281960,2012-01-01,0
main character(ﾟзﾟ),7MtVPRGtZl6rPjMfLoI3Lh,Fuck it I love you,Lana Del Rey,Norman Fucking Rockwell!,218287,2019-08-30,0
main character(ﾟзﾟ),5de9Ho64dovuQI8Uhn5gPD,I Don't Wanna Do This Anymore,XXXTENTACION,Revenge,87560,2017-05-16,0
main character(ﾟзﾟ),2VpK2QRHAxQ2yvVL4YbjRH,only you my girl only you babe,MysticHits,only you my girl only you babe,143076,2021-12-11,0
main character(ﾟзﾟ),6PnluwP0fjGnpIBsqTdUTq,Pretty When You Cry,Lana Del Rey,Ultraviolence (Deluxe),234146,2014-01-01,0
main character(ﾟзﾟ),4K3gM7kzX4POAfrs71HomN,Lookalike,Conan Gray,Sunset Season,220866,2018-11-16,0
main character(ﾟзﾟ),4k6Uh1HXdhtusDW5y8Gbvy,Bad Habit,Steve Lacy,Gemini Rights,232114,2022-07-15,0
main character(ﾟзﾟ),30UszgTxEuJVG5SUFyBffT,"Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""",Olivia Rodrigo,"Even When/The Best Part [From ""High School Musical: The Musical: The Series (Season 2)""]",106880,2021-04-30,0
main character(ﾟзﾟ),5RdMiRPAp2cZfeZiNLG7Go,My Dilemma 2.0,Selena Gomez & The Scene,For You,189773,2014-11-21,0
main character(ﾟзﾟ),7eOkHIcaoUhngxxypM5Ajr,Look At Her Now,Selena Gomez,Rare,162595,2020-01-10,0
main character(ﾟзﾟ),2YSrlOiR9kyiqUURfYwDXI,Ride It,Jay Sean,My Own Way,190053,2008,0
main character(ﾟзﾟ),1DNjOakxGO3EJBuIHRr5WH,Ride It - Sped Up Version,Jay Sean,Ride It (Sped Up Version),156691,2022-12-16,0
main character(ﾟзﾟ),5F7dkkzWdHWPpn9zOYu8Ng,You Don't Know,Katelyn Tarver,Tired Eyes,260851,2017,0
main character(ﾟзﾟ),3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,Lana Del Rey,Born To Die - The Paradise Edition,265427,2012-01-01,0
main character(ﾟзﾟ),6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,Lana Del Rey,Say Yes To Heaven,209156,2023-05-19,0
main character(ﾟзﾟ),2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,Lana Del Rey,Young And Beautiful,236053,2013-01-01,0
main character(ﾟзﾟ),5Y6nVaayzitvsD5F7nr3DV,West Coast,Lana Del Rey,Ultraviolence (Deluxe),256760,2014-01-01,0
main character(ﾟзﾟ),0Oqc0kKFsQ6MhFOLBNZIGX,Doin' Time,Lana Del Rey,Norman Fucking Rockwell!,202192,2019-08-30,0
main character(ﾟзﾟ),5jqNQZBwbZWQXPWfo0ygZF,Art Deco,Lana Del Rey,Honeymoon,295066,2015-09-18,0
main character(ﾟзﾟ),1y3r6RXiJZNBV1EI0NggpS,Ultraviolence,Lana Del Rey,Ultraviolence (Deluxe),251480,2014-01-01,0
main character(ﾟзﾟ),1NZs6n6hl8UuMaX0UC0YTz,Brooklyn Baby,Lana Del Rey,Ultraviolence (Deluxe),351640,2014-01-01,0
main character(ﾟзﾟ),46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,228639,2024-03-08,0
main character(ﾟзﾟ),0Lmbke3KNVFXtoH2mMSHCw,the boy is mine,Ariana Grande,eternal sunshine,173639,2024-03-08,0
main character(ﾟзﾟ),70khXICDeTTxgYtw3EysKH,sweetener,Ariana Grande,Sweetener,208493,2018-08-17,0
main character(ﾟзﾟ),66wkCYWlXzSTQAfnsPBptt,My Favorite Part,Mac Miller,The Divine Feminine,216000,2016-09-16,0
main character(ﾟзﾟ),7yFMhCJOsH7khgpdnyrZAZ,Ride,Lana Del Rey,Born To Die - The Paradise Edition,289080,2012-01-01,0
main character(ﾟзﾟ),5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,The Neighbourhood,Wiped Out!,260163,2015-10-30,0
main character(ﾟзﾟ),7eotU4ozCzpln3uI1mBQcP,Gangsta,Kehlani,Indie Soul,177320,2021-05-14,0
main character(ﾟзﾟ),557un1HgwYMuqfWGSTmnxw,Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE - Platinum Edition,192586,2008,0
main character(ﾟзﾟ),5dPz35akJjPqb17yeqNwqH,Ghost,Justin Bieber,Justice,153190,2021-03-19,0
main character(ﾟзﾟ),4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Justin Bieber,Purpose (Deluxe),205680,2015-11-13,0
main character(ﾟзﾟ),1058fW9H3fZA6QjYCdOBad,Don't Go Yet,Camila Cabello,Don't Go Yet,164842,2021-07-23,0
main character(ﾟзﾟ),4x2rgtSFOI4hRvEvDj02KP,If It's Lovin' That You Want,Rihanna,Music Of The Sun,208106,2005-08-29,0
main character(ﾟзﾟ),4IlemV6RBqoeleMsPiT9t4,Time Traveller,M.I.A.,MATA,183047,2022-10-14,0
main character(ﾟзﾟ),6I9VzXrHxO9rA9A5euc8Ak,Toxic,Britney Spears,In The Zone,198800,2003-11-13,0
main character(ﾟзﾟ),5i66xrvSh1MjjyDd6zcwgj,Umbrella,Rihanna,Good Girl Gone Bad: Reloaded,275986,2007-03-31,0
main character(ﾟзﾟ),7i0jaBLpIADxqNbhAb4XFb,Diamonds,Rihanna,Unapologetic (Edited Version),225146,2012-12-10,0
main character(ﾟзﾟ),5dn6QANKbf76pANGjMBida,Blueberry Eyes (feat. SUGA of BTS),MAX,Blueberry Eyes (feat. SUGA of BTS),172244,2020-09-15,0
main character(ﾟзﾟ),2tGoQW2v8BSEl6qdiPAZJf,King,Zayde Wølf,Rare Breed,198326,2016-04-01,0
main character(ﾟзﾟ),188hH4l17fwcveYtKIjRO7,Coca cola comercial Jungkook-BTS,,Beautiful songs🎼,94014,,0
main character(ﾟзﾟ),1T575AhHueYinKSDflEsGK,Heaven,Julia Michaels,Fifty Shades Freed (Original Motion Picture Soundtrack),191786,2018-02-09,0
main character(ﾟзﾟ),6aJn7Cst74cj4lNIiPRgav,Touch,KATSEYE,Touch,129882,2024-07-26,0
main character(ﾟзﾟ),4eumFsTnduH3zRfaASoAPs,My Everything,Ariana Grande,My Everything (Deluxe),168520,2014-08-22,0
main character(ﾟзﾟ),442j8VxaB60dWf9cBFuX5w,Almost Is Never Enough,Ariana Grande,Yours Truly,327773,2013-01-01,0
main character(ﾟзﾟ),2vtmY2mSccRzKGjtcHSzI3,Diet Mountain Dew,Lana Del Rey,Born To Die - The Paradise Edition,222920,2012-01-01,0
main character(ﾟзﾟ),0Ryd8975WihbObpp5cPW1t,boyfriend (with Social House),Ariana Grande,boyfriend,186106,2019-08-02,0
main character(ﾟзﾟ),30TmLgK0ja5O8q9l4BShIX,Everyday,Ariana Grande,Dangerous Woman,194840,2016-04-01,0
main character(ﾟзﾟ),32FhTAAjKZaBein150o3Px,because i liked a boy,Sabrina Carpenter,emails i can't send,196458,2022-07-15,0
main character(ﾟзﾟ),7aLT0tLcS40Penaplqu2cZ,Greedy,Ariana Grande,Dangerous Woman,214906,2016-04-01,0
main character(ﾟзﾟ),2tHwzyyOLoWSFqYNjeVMzj,Please Please Please,Sabrina Carpenter,Short n' Sweet,186365,2024-08-23,0
main character(ﾟзﾟ),5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,Short n' Sweet,157279,2024-08-23,0
main character(ﾟзﾟ),6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,210373,2024-05-17,0
main character(ﾟзﾟ),2plbrEY59IikOBgBGLjaoe,Die With A Smile,Lady Gaga,Die With A Smile,251667,2024-08-16,0
main character(ﾟзﾟ),5vNRhkKd0yEAg8suGBpjeY,APT.,ROSÉ,APT.,169917,2024-10-18,0
main character(ﾟзﾟ),3yDRcs0Y4pPzkvMbUfeF9H,Moonlit Floor (Kiss Me),LISA,Moonlit Floor (Kiss Me),155757,2024-10-03,0
main character(ﾟзﾟ),2CspwnypzT7rcWI9RfsoSb,Mantra,JENNIE,Mantra,136627,2024-10-10,0
main character(ﾟзﾟ),7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),LISA,New Woman (feat. ROSALÍA),179789,2024-08-15,0
main character(ﾟзﾟ),7EIPVo13rl0uwKbjubMnc7,"I'M HIS, HE'S MINE (feat. Doechii)",Katy Perry,143,198461,2024-09-20,0
main character(ﾟзﾟ),7z7kvUQGwlC6iOl7vMuAr9,Dancing In The Flames,The Weeknd,Dancing In The Flames,220036,2024-09-13,0
main character(ﾟзﾟ),2o1pb13quMReXZqE7jWsgq,intro (end of the world),Ariana Grande,eternal sunshine,92400,2024-03-08,0
main character(ﾟзﾟ),22DH8NChecsgPxDjA4pqer,Tough,Quavo,Tough,188828,2024-07-03,0
main character(ﾟзﾟ),51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,157146,2024-06-21,0
main character(ﾟзﾟ),6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Addison Rae,Diet Pepsi,169697,2024-08-09,0
main character(ﾟзﾟ),3iPIDAFybaoyqX7hvAfWkl,Sharpest Tool,Sabrina Carpenter,Short n' Sweet,218284,2024-08-23,0
main character(ﾟзﾟ),2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,Short n' Sweet,175459,2024-08-23,0
main character(ﾟзﾟ),19XpFsce28aByvCC4g89tJ,Too Sweet,Hozier,Unreal Unearth: Unaired,251424,2024-08-19,0
main character(ﾟзﾟ),4vEE3lzBLXBN3RxyGtZNir,Neva Play (feat. RM of BTS),Megan Thee Stallion,MEGAN: ACT II,157585,2024-10-25,0
main character(ﾟзﾟ),19RybK6XDbAVpcdxSbZL1o,Apple,Charli xcx,BRAT,151739,2024-06-07,0
main character(ﾟзﾟ),3QJsSWa0Xo8MfaRn1gr4Be,Favorite,Isabel LaRosa,Favorite,133608,2024-03-29,0
main character(ﾟзﾟ),7Mts0OfPorF4iwOomvfqn1,So High School,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,228800,2024-04-19,0
main character(ﾟзﾟ),48vIfHaK7by6x0T6ucpODL,make you mine,Madison Beer,make you mine,221709,2024-02-09,0
main character(ﾟзﾟ),3JG1uFc40wfyrqaWC7iv0e,i like the way you kiss me,Artemas,yustyna,142514,2024-07-11,0
main character(ﾟзﾟ),19KlZwqlT3fguP2BeHF1Q1,Disease,Lady Gaga,Disease,229997,2024-10-25,0
main character(ﾟзﾟ),4h4QlmocP3IuwYEj2j14p8,Sunroof,Nicky Youre,Sunroof,163025,2021-12-03,0
main character(ﾟзﾟ),7uoFMmxln0GPXQ0AcCBXRq,Snowman,Sia,Everyday Is Christmas (Deluxe Edition),165900,2018-11-01,0
main character(ﾟзﾟ),2q63tdxwvQPQbv8RSbhe4X,Lay It All on Me,Johnny Stimson,Butterflies,167250,2021-10-08,0
main character(ﾟзﾟ),51XzyvRLe38bouIZCv5itX,Plastic Purse,chloe moriondo,SUCKERPUNCH,143426,2022-10-07,0
main character(ﾟзﾟ),2wWboDFZJPWXVNlHUbdSVQ,Dear No One,Tori Kelly,Foreword,197846,2013-01-01,0
main character(ﾟзﾟ),3LI4MmibTkXH5cGpCGZgyw,Teenage Dirtbag,Wheatus,"Songs From Dawson's Creek, Vol. II",241666,2000-09-29,0
main character(ﾟзﾟ),6zegtH6XXd2PDPLvy1Y0n2,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,Charlie's Angels (Original Motion Picture Soundtrack),190066,2019-11-01,0
main character(ﾟзﾟ),3be9ACTxtcL6Zm4vJRUiPG,blue,yung kai,blue,214357,2024-08-02,0
main character(ﾟзﾟ),0hi5V0ExKfjCz9zLxhVAcl,Bare Wit Me,Teyana Taylor,The Album,128651,2020-06-19,0
main character(ﾟзﾟ),7ne4VBA60CxGM75vw0EYad,That’s So True,Gracie Abrams,The Secret of Us (Deluxe),166300,2024-10-18,0
main character(ﾟзﾟ),0HihDC6qQ8MChAhjfW3gMU,KU LO SA (with Camila Cabello),Oxlade,KU LO SA (with Camila Cabello),148800,2022-12-09,0
main character(ﾟзﾟ),5xdVqHtFS0eLuNp4Z8Wbpa,Good For You,Selena Gomez,Revival (Deluxe),221280,2015-10-09,0
main character(ﾟзﾟ),1HaKBMwoi3BoYCvjSLiFzT,Good For You x One Of The Girls,dreamsoda,Good For You x One Of The Girls,149174,2024-10-05,0
main character(ﾟзﾟ),10PsEwmFKLK31Nqc1utxIK,Favorite - English,Isabel LaRosa,Favorite,133608,2024-03-29,0
main character(ﾟзﾟ),14mT8BCOXiUUcGlb7KujkT,I Think They Call This Love - Cover,Matthew Ifield,I’ll Be Home For Christmas / I Think They Call This Love (Cover),196253,2024-11-28,0
main character(ﾟзﾟ),3jVtllWS5CFFWLQng8sKsr,2 On (feat. ScHoolboy Q),Tinashe,Aquarius,227000,2014-10-01,0
main character(ﾟзﾟ),59NC8SuXPiSaiYL69XQ4dt,Let Me Love You,Ariana Grande,Dangerous Woman,223853,2016-04-01,0
main character(ﾟзﾟ),1Es7AUAhQvapIcoh3qMKDL,Timeless (feat. Playboi Carti),The Weeknd,Timeless,256000,2024-09-27,0
main character(ﾟзﾟ),6GQuF9vzJAVs7fYN9ftBdP,Diva,Beyoncé,I AM...SASHA FIERCE - Platinum Edition,200320,2008,0
main character(ﾟзﾟ),6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,Not Like Us,274192,2024-05-04,0
main character(ﾟзﾟ),1ExfPZEiahqhLyajhybFeS,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,189109,2010-05-11,0
main character(ﾟзﾟ),5NvOZCjZaGGGL597exlQWv,Line Without a Hook,Ricky Montgomery,Montgomery Ricky,249586,2016-04-01,0
main character(ﾟзﾟ),5EcG8eMMlwkHRVa4aTR1qd,Breakin' Dishes,Rihanna,Good Girl Gone Bad,200573,2007-01-01,0
main character(ﾟзﾟ),0fK7ie6XwGxQTIkpFoWkd1,like JENNIE,JENNIE,Ruby,123517,2025-03-07,0
main character(ﾟзﾟ),6vvPecFTmWxDfEJ6cYT1wa,Rockstar,LISA,Rockstar,138213,2024-06-27,0
main character(ﾟзﾟ),23EDUpNbiKcDwhUf9kBRo8,Bad Girls Like You,Tobii,Bad Girls Like You,186000,2024-08-29,0
main character(ﾟзﾟ),3zUxQpCyUrfEjz6Y07yg4b,My Way,KATSEYE,SIS (Soft Is Strong),154987,2024-08-16,0
main character(ﾟзﾟ),58AZXyKRlsMBMcrRjpJpVG,Debut,KATSEYE,Debut,123281,2024-06-28,0
main character(ﾟзﾟ),2Ih0CPdyK7SwbTUUkpun16,Tonight I Might,KATSEYE,SIS (Soft Is Strong),156233,2024-08-16,0
main character(ﾟзﾟ),5Kx8X5HLUm14hBwEFP6i6Y,I'm Pretty,KATSEYE,SIS (Soft Is Strong),142656,2024-08-16,0
main character(ﾟзﾟ),7bPWdJgx8vek7S5i5yAtvG,Chemtrails Over The Country Club,Lana Del Rey,Chemtrails Over The Country Club,271176,2021-03-19,0
main character(ﾟзﾟ),6eygbzyL6hY8jFQTARDuo9,White Mustang,Lana Del Rey,Lust For Life,164710,2017-07-21,0
main character(ﾟзﾟ),4zmKGsrXjLmljb5fTaBTot,Snow On The Beach (feat. More Lana Del Rey),Taylor Swift,Midnights (The Til Dawn Edition),229942,2023-05-26,0
main character(ﾟзﾟ),5vY0eZdiJSgEkIJN96y4MN,Telepathy (feat. Nile Rodgers),Christina Aguilera,The Get Down: Original Soundtrack From The Netflix Original Series (Deluxe Version),191933,2016-09-09,0
main character(ﾟзﾟ),3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Glass Animals,Dreamland,238805,2020-08-07,0
main character(ﾟзﾟ),0PMdxZOAgVtLsItKyaT8gi,Spiderman with No Gwen,Sherpaa Roy,Spiderman with No Gwen,228400,2025-01-31,0
main character(ﾟзﾟ),62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye,*NSYNC,No Strings Attached,200400,2000-03-21,0
main character(ﾟзﾟ),4nyF5lmSziBAt7ESAUjpbx,"I miss you, I’m sorry",Gracie Abrams,minor,167538,2020-07-14,0
main character(ﾟзﾟ),3hRV0jL3vUpRrcy398teAU,The Night We Met,Lord Huron,Strange Trails,208211,2015-04-06,0
main character(ﾟзﾟ),3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Myles Smith,Stargazing,172533,2024-05-10,0
main character(ﾟзﾟ),142PiXzA84lmEw2RstFHFa,supernatural,Ariana Grande,eternal sunshine,163381,2024-03-08,0
main character(ﾟзﾟ),4EDijkJdHBZZ0GwJ12iTAj,Stargirl Interlude,The Weeknd,Starboy,111640,2016-11-25,0
main character(ﾟзﾟ),7FCfMXYTIiQ9b4hDYs4Iol,Be the One,Dua Lipa,Dua Lipa (Deluxe),202914,2017-06-02,0
main character(ﾟзﾟ),1sYSP7gKa5kdKIfhANfori,Lights Down Low,MAX,Hell's Kitchen Angel,223846,2016-04-08,0
main character(ﾟзﾟ),1gG5MoWK5SmHUcQPa2jxdP,Touch,Little Mix,Glory Days (Expanded Edition),213306,2016-11-18,0
main character(ﾟзﾟ),3QyoC6OvQUmpQwQZ18iaTs,Overdrive,Conan Gray,Overdrive,183070,2021-02-19,0
main character(ﾟзﾟ),2fNi8T6DLiY9SxFnZrhOeV,HEAVEN,Troye Sivan,Blue Neighbourhood (Deluxe),261114,2015-12-09,0
main character(ﾟзﾟ),5FQ77Cl1ndljtwwImdtjMy,Heaven,Niall Horan,The Show,186043,2023-06-09,0
main character(ﾟзﾟ),0PDUDa38GO8lMxLCRc4lL1,PILLOWTALK,ZAYN,Mind Of Mine (Deluxe Edition),202749,2016-03-25,0
main character(ﾟзﾟ),1iWHabUgUuuKLBa0TzTHfk,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,"A Whole New World (End Title) [From ""Aladdin""]",242956,2019-05-09,0
main character(ﾟзﾟ),3P9pRL7V9yM9DhY6NGZjzA,Love Like This,ZAYN,Love Like This,173303,2023-07-21,0
main character(ﾟзﾟ),4266h07udCdZ83jswW10IG,Stardust,ZAYN,ROOM UNDER THE STAIRS,232380,2024-05-17,0
main character(ﾟзﾟ),6lvsJDZ7336YmpBzcNGhbe,fOoL fOr YoU,ZAYN,Mind Of Mine (Deluxe Edition),202217,2016-03-25,0
main character(ﾟзﾟ),7l9IqDtVWJurTvkQHq1BGh,she's all i wanna be,Tate McRae,i used to think i could fly,207123,2022-05-27,0
main character(ﾟзﾟ),2ACOWPLUe4A4KuQ5ioD2od,That's My Girl,Fifth Harmony,7/27 (Deluxe),204018,2016-05-27,0
main character(ﾟзﾟ),3TKakBgJaTH5INk0WhU4xP,obsessed,zandros,obsessed,180110,2022-08-12,0
main character(ﾟзﾟ),5RhFmJifQe83FpQ6ZFFTZ5,"I am not a woman, I'm a god",Halsey,"If I Can’t Have Love, I Want Power",176413,2021-08-27,0
main character(ﾟзﾟ),3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),Camila Cabello,Romance,171375,2019-12-06,0
main character(ﾟзﾟ),4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",Ariana Grande,"thank u, next",190440,2019-02-08,0
main character(ﾟзﾟ),7gvd8xj4QgPqbQSsn5pV7d,Sorry Not Sorry,Demi Lovato,Tell Me You Love Me (Deluxe),203760,2017-09-29,0
main character(ﾟзﾟ),1j15Ar0qGDzIR0v3CQv3JL,Gnarly,KATSEYE,Gnarly,137316,2025-04-30,0
main character(ﾟзﾟ),3pY2M4k9BSk7ulLBSV0tcX,Seoul City,JENNIE,Ruby,164398,2025-03-07,0
main character(ﾟзﾟ),34sOdxWu9FljH84UXdRwu1,all-american bitch,Olivia Rodrigo,GUTS,165833,2023-09-08,0
main character(ﾟзﾟ),1WmBVbFmLt0w6zPP37TeCG,Illegal,PinkPantheress,Fancy That,149666,2025-05-09,0
main character(ﾟзﾟ),2yWlGEgEfPot0lv3OAjuG3,Just Keep Watching (From F1® The Movie),Tate McRae,Just Keep Watching (From F1® The Movie),142550,2025-05-30,0
main character(ﾟзﾟ),0FTmksd2dxiE5e3rWyJXs6,back to friends,sombr,back to friends,199032,2024-12-27,0
main character(ﾟзﾟ),1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,Short n' Sweet,171869,2024-08-23,0
main character(ﾟзﾟ),7DY756WOLyOz2Xnhw4EFiC,São Paulo (feat. Anitta),The Weeknd,Hurry Up Tomorrow,301623,2025-01-31,0
main character(ﾟзﾟ),1Cbl3Yq8rHo7hhDQmLQagU,PUSH 2 START,Tyla,TYLA +,156825,2024-10-11,0
main character(ﾟзﾟ),3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,The Marías,Submarine,236906,2024-05-31,0
main character(ﾟзﾟ),3GCdLUSnKSMJhs4Tj6CV3s,"All The Stars (with SZA) - From ""Black Panther: The Album""",Kendrick Lamar,Black Panther The Album Music From And Inspired By,232186,2018-02-09,0
main character(ﾟзﾟ),2f1WulnyiYYnseSQWI8Oi9,Gameboy,KATSEYE,BEAUTIFUL CHAOS,185598,2025-06-27,0
main character(ﾟзﾟ),42UBPzRMh5yyz0EDPr6fr1,Manchild,Sabrina Carpenter,Manchild,213645,2025-06-05,0
main character(ﾟзﾟ),22YkP95GjCfXkWKyU5k1zZ,Show Me Love (with Tyla),WizTheMc,Show Me Love (with Tyla),176957,2025-04-18,0
main character(ﾟзﾟ),3AWDeHLc88XogCaCnZQLVI,Cry For Me,The Weeknd,Hurry Up Tomorrow,224136,2025-01-31,0
main character(ﾟзﾟ),1sabg30Jr1qI5JmtAI7zS5,No Strings Attached,Mercer Henderson,Not Really Strangers,179178,2024-09-06,0
main character(ﾟзﾟ),3Dwq1oiOFys6Sxr5SslmXw,Carolina,Harry Styles,Harry Styles,189624,2017-05-12,0
main character(ﾟзﾟ),1PtQJZVZIdWIYdARpZRDFO,Running Up That Hill (A Deal With God),Kate Bush,Hounds Of Love,298933,1985-09-16,0
main character(ﾟзﾟ),3qhlB30KknSejmIvZZLjOD,End of Beginning,Djo,DECIDE,159245,2022-09-16,0
main character(ﾟзﾟ),4VxTzYm00mg82MuoT35Ja7,CHANEL,Tyla,CHANEL,188059,2025-10-24,0
main character(ﾟзﾟ),0je57Uq5eTk1wrPzn9sWbl,When Did You Get Hot?,Sabrina Carpenter,Man’s Best Friend,145398,2025-08-29,0
main character(ﾟзﾟ),0cQVqPuHQP4KEwc7ZUQmj6,Sweater Weather,The Neighbourhood,I Love You.,240426,2013-04-19,0
main character(ﾟзﾟ),2K7xn816oNHJZ0aVqdQsha,Softcore,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,206280,2018-11-02,0
main character(ﾟзﾟ),0UV5zxRMz6AO4ZwUOZNIKI,Where'd All the Time Go?,Dr. Dog,"Shame, Shame (Deluxe Edition)",234800,2010-11-02,0
main character(ﾟзﾟ),6NJNZEjyCD2YWFPsBzIHnM,Upside Down - Single Version,Diana Ross,Diamond Diana: The Legacy Collection,217426,2017-11-17,0
